"","FY","Customer","Breakout","Amount","Category"
"1562",2003,"Army","Missiles & Space",7159279,"Products"
"1563",2003,"Army","PAMS",1919047467,"Services"
"1564",2003,"Army","Adv. Technology Dev. (6.3)",254660784,"R&D"
"1565",2003,"Army","Applied Research (6.2)",114119901,"R&D"
"1566",2003,"Army","FRS&C",4214447,"Services"
"1567",2003,"Army","Basic Research (6.1)",53928811,"R&D"
"1568",2003,"Army","Clothing & Subsistence",845429,"Products"
"1569",2003,"Army","Clothing & Subsistence",1089545064,"Products"
"1570",2003,"Army","Fuels",34150946,"Products"
"1571",2003,"Army","PAMS",3849630139,"Services"
"1572",2003,"Army","FRS&C",120498,"Services"
"1573",2003,"Army","PAMS",7716900,"Services"
"1574",2003,"Army","Adv. Component Dev. & Prototypes (6.4)",453772013,"R&D"
"1575",2003,"Army","Ships",4768,"Products"
"1576",2003,"DLA","Aircraft",922742325,"Products"
"1577",2003,"DLA","Engines & Power Plants",734415378,"Products"
"1578",2003,"DLA","Aircraft",5429222,"Products"
"1579",2003,"DLA","Missiles & Space",27269339,"Products"
"1580",2003,"DLA","PAMS",280038,"Services"
"1581",2003,"DLA","Applied Research (6.2)",229915,"R&D"
"1582",2003,"DLA","Fuels",27367907,"Products"
"1583",2003,"DLA","Clothing & Subsistence",7766664120,"Products"
"1584",2003,"DLA","Fuels",7205805127,"Products"
"1585",2003,"Navy","Basic Research (6.1)",98615992,"R&D"
"1586",2003,"Navy","FRS&C",3143273,"Services"
"1587",2003,"Navy","Basic Research (6.1)",266499501,"R&D"
"1588",2003,"Navy","Clothing & Subsistence",274079,"Products"
"1589",2003,"Navy","Adv. Technology Dev. (6.3)",66208554,"R&D"
"1590",2003,"Navy","FRS&C",983737,"Services"
"1591",2003,"Navy","PAMS",583267824,"Services"
"1592",2003,"Navy","Ships",315878,"Products"
"1593",2003,"Navy","Adv. Technology Dev. (6.3)",432423819,"R&D"
"1594",2003,"Navy","Operational Systems Dev. (6.7)",85859029,"R&D"
"1595",2003,"Navy","ERS",2187759340,"Services"
"1596",2003,"Navy","Electronics & Communications",257827208,"Products"
"1597",2003,"Navy","Operation of Government R&D Facilities",564319277,"R&D"
"1598",2003,"Navy","Operational Systems Dev. (6.7)",12318372,"R&D"
"1599",2002,"Navy","Basic Research (6.1)",585214858,"R&D"
"1600",2002,"Navy","Operation of Government R&D Facilities",351993593,"R&D"
"1601",2002,"Navy","ICT",699338,"Services"
"1602",2002,"Other DoD","Ground Vehicles",2185888,"Products"
"1603",2002,"Other DoD","Launchers & Munitions",532529,"Products"
"1604",2002,"Other DoD","Missiles & Space",115624,"Products"
"1605",2002,"Other DoD","PAMS",369839379,"Services"
"1606",2002,"Other DoD","Missiles & Space",55685355,"Products"
"1607",2002,"Other DoD","PAMS",931031160,"Services"
"1608",2002,"Other DoD","MED",1927504,"Services"
"1609",2003,"Air Force","Aircraft",17037638222,"Products"
"1610",2003,"Air Force","Launchers & Munitions",185037182,"Products"
"1611",2003,"Air Force","System Dev. & Demonstration (6.5)",1460816456,"R&D"
"1612",2003,"Air Force","Launchers & Munitions",7696204,"Products"
"1613",2003,"Air Force","Missiles & Space",421255,"Products"
"1614",2003,"Air Force","PAMS",925027718,"Services"
"1615",2003,"Air Force","ERS",70859876,"Services"
"1616",2003,"Air Force","Other",124054499,"Products"
"1617",2003,"Air Force","ERS",45357241,"Services"
"1618",2003,"Air Force","FRS&C",21261143,"Services"
"1619",2003,"Air Force","Fuels",-62621,"Products"
"1620",2003,"Air Force","Operational Systems Dev. (6.7)",49438,"R&D"
"1621",2003,"Air Force","PAMS",4067815308,"Services"
"1622",2003,"Air Force","ERS",2374659105,"Services"
"1623",2003,"Air Force","Electronics & Communications",21311488,"Products"
"1624",2003,"Air Force","PAMS",456783,"Services"
"1625",2003,"Air Force","Engines & Power Plants",2249171,"Products"
"1626",2003,"Air Force","Adv. Technology Dev. (6.3)",369033831,"R&D"
"1627",2003,"Air Force","Applied Research (6.2)",32507265,"R&D"
"1628",2003,"Army","Electronics & Communications",151316798,"Products"
"1629",2003,"Army","Clothing & Subsistence",2094070,"Products"
"1630",2003,"Army","Aircraft",14963316,"Products"
"1631",2003,"Army","Electronics & Communications",175668396,"Products"
"1632",2003,"Army","Other",775425295,"Products"
"1633",2003,"Army","Adv. Component Dev. & Prototypes (6.4)",41146279,"R&D"
"1634",2003,"Army","System Dev. & Demonstration (6.5)",143819836,"R&D"
"1635",2003,"Army","Ships",97389668,"Products"
"1636",2003,"Army","ERS",211395523,"Services"
"1637",2003,"Army","Fuels",14521,"Products"
"1638",2003,"DLA","Electronics & Communications",116613759,"Products"
"1639",2003,"DLA","Clothing & Subsistence",308803,"Products"
"1640",2003,"DLA","System Dev. & Demonstration (6.5)",8703793,"R&D"
"1641",2003,"DLA","Missiles & Space",3739782,"Products"
"1642",2003,"DLA","Other",1167108759,"Products"
"1643",2003,"DLA","System Dev. & Demonstration (6.5)",11917841,"R&D"
"1644",2003,"DLA","Launchers & Munitions",2230449,"Products"
"1645",2003,"DLA","Missiles & Space",1035497,"Products"
"1646",2003,"DLA","Ships",49527458,"Products"
"1647",2003,"Air Force","Clothing & Subsistence",181914170,"Products"
"1648",2003,"Air Force","Fuels",9247439,"Products"
"1649",2003,"Air Force","Adv. Component Dev. & Prototypes (6.4)",14828953,"R&D"
"1650",2003,"Air Force","Ships",4992944,"Products"
"1651",2003,"Air Force","Adv. Component Dev. & Prototypes (6.4)",355072528,"R&D"
"1652",2003,"Air Force","Operational Systems Dev. (6.7)",3939482,"R&D"
"1653",2003,"Army","ERS",527987219,"Services"
"1654",2003,"Army","Fuels",22683,"Products"
"1655",2003,"Army","Missiles & Space",56230657,"Products"
"1656",2003,"Army","Other",229914981,"Products"
"1657",2003,"Army","Adv. Technology Dev. (6.3)",19453123,"R&D"
"1658",2003,"Army","Applied Research (6.2)",79310334,"R&D"
"1659",2003,"Army","ICT",2768128294,"Services"
"1660",2003,"Army","Launchers & Munitions",156615583,"Products"
"1661",2003,"Army","System Dev. & Demonstration (6.5)",299720836,"R&D"
"1662",2003,"Army","FRS&C",19831982323,"Services"
"1663",2003,"Army","Electronics & Communications",59649562,"Products"
"1664",2003,"Army","Ships",57261497,"Products"
"1665",2003,"Army","Engines & Power Plants",20695792,"Products"
"1666",2003,"Army","ERS",77298804,"Services"
"1667",2003,"Army","ICT",1351561,"Services"
"1668",2003,"Army","Other",130004798,"Products"
"1669",2003,"Army","Operational Systems Dev. (6.7)",34402099,"R&D"
"1670",2003,"Army","Basic Research (6.1)",1277694747,"R&D"
"1671",2003,"Army","Electronics & Communications",49796655,"Products"
"1672",2003,"Army","Ground Vehicles",11966011,"Products"
"1673",2003,"Army","Operational Systems Dev. (6.7)",9948714,"R&D"
"1674",2003,"DLA","Fuels",4627746,"Products"
"1675",2003,"DLA","Missiles & Space",1519742,"Products"
"1676",2003,"DLA","Other",409825802,"Products"
"1677",2003,"DLA","ICT",396184669,"Services"
"1678",2003,"DLA","Launchers & Munitions",4565024,"Products"
"1679",2003,"DLA","FRS&C",330375899,"Services"
"1680",2003,"DLA","PAMS",1234993,"Services"
"1681",2003,"DLA","Electronics & Communications",4839630,"Products"
"1682",2003,"DLA","Ships",342738,"Products"
"1683",2003,"DLA","Engines & Power Plants",9152920,"Products"
"1684",2003,"DLA","ERS",0,"Services"
"1685",2003,"DLA","Other",6185377,"Products"
"1686",2003,"DLA","Basic Research (6.1)",121847623,"R&D"
"1687",2003,"DLA","Electronics & Communications",1545205,"Products"
"1688",2003,"DLA","Ground Vehicles",3867833,"Products"
"1689",2003,"MDA","Clothing & Subsistence",7804,"Products"
"1690",2003,"Navy","FRS&C",8694015,"Services"
"1691",2003,"Navy","PAMS",311231690,"Services"
"1692",2003,"Navy","System Dev. & Demonstration (6.5)",5396705995,"R&D"
"1693",2003,"Navy","Electronics & Communications",3503642015,"Products"
"1694",2003,"Navy","Ships",50289766,"Products"
"1695",2002,"Army","Adv. Technology Dev. (6.3)",357550605,"R&D"
"1696",2002,"Army","Applied Research (6.2)",364863761,"R&D"
"1697",2002,"Army","Engines & Power Plants",17922007,"Products"
"1698",2002,"Army","Adv. Technology Dev. (6.3)",343825,"R&D"
"1699",2002,"Army","Ships",64445500,"Products"
"1700",2002,"Army","Adv. Component Dev. & Prototypes (6.4)",517542528,"R&D"
"1701",2002,"DLA","Electronics & Communications",68437239,"Products"
"1702",2002,"DLA","ERS",4283377,"Services"
"1703",2002,"DLA","Other",19206735,"Products"
"1704",2002,"DLA","System Dev. & Demonstration (6.5)",11272232,"R&D"
"1705",2002,"DLA","Aircraft",73388,"Products"
"1706",2002,"DLA","Aircraft",662531,"Products"
"1707",2002,"DLA","Fuels",7086000052,"Products"
"1708",2002,"DLA","Adv. Component Dev. & Prototypes (6.4)",1384588,"R&D"
"1709",2002,"DLA","Applied Research (6.2)",17881100,"R&D"
"1710",2002,"DLA","Engines & Power Plants",8609107,"Products"
"1711",2002,"DLA","Missiles & Space",349967,"Products"
"1712",2002,"DLA","Ships",51558307,"Products"
"1713",2002,"DLA","ERS",1018786,"Services"
"1714",2002,"MDA","ICT",26263874,"Services"
"1715",2002,"MDA","PAMS",727757,"Services"
"1716",2002,"MDA","Operation of Government R&D Facilities",139935162,"R&D"
"1717",2002,"Navy","Basic Research (6.1)",62526995,"R&D"
"1718",2002,"Navy","Operational Systems Dev. (6.7)",90415693,"R&D"
"1719",2002,"Navy","FRS&C",6659836672,"Services"
"1720",2002,"Navy","Adv. Technology Dev. (6.3)",275284833,"R&D"
"1721",2002,"Navy","Applied Research (6.2)",2341654,"R&D"
"1722",2002,"Navy","Basic Research (6.1)",2791967,"R&D"
"1723",2002,"Navy","Missiles & Space",1659901951,"Products"
"1724",2002,"Navy","Adv. Technology Dev. (6.3)",136300319,"R&D"
"1725",2002,"Navy","Applied Research (6.2)",41580085,"R&D"
"1726",2002,"Navy","Basic Research (6.1)",42294175,"R&D"
"1727",2002,"Navy","MED",266729046,"Services"
"1728",2002,"Navy","Clothing & Subsistence",3343536,"Products"
"1729",2002,"Navy","ERS",4266077941,"Services"
"1730",2002,"Navy","Ground Vehicles",7430154,"Products"
"1731",2002,"Navy","Launchers & Munitions",1327336821,"Products"
"1732",2002,"Navy","Other",245743718,"Products"
"1733",2002,"Navy","System Dev. & Demonstration (6.5)",45908308,"R&D"
"1734",2002,"Other DoD","Aircraft",105828512,"Products"
"1735",2002,"Other DoD","Missiles & Space",36358,"Products"
"1736",2002,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",664366,"R&D"
"1737",2002,"Other DoD","Applied Research (6.2)",7757027,"R&D"
"1738",2002,"Other DoD","FRS&C",13173419,"Services"
"1739",2002,"Other DoD","Clothing & Subsistence",25572755,"Products"
"1740",2002,"Other DoD","Other",311714213,"Products"
"1741",2002,"Other DoD","Applied Research (6.2)",568626636,"R&D"
"1742",2002,"Other DoD","ERS",313604504,"Services"
"1743",2002,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",68975416,"R&D"
"1744",2003,"Army","Ships",1770423,"Products"
"1745",2003,"Army","Electronics & Communications",4883825061,"Products"
"1746",2003,"Army","Adv. Component Dev. & Prototypes (6.4)",371900226,"R&D"
"1747",2003,"Army","ERS",309177013,"Services"
"1748",2003,"Army","Operation of Government R&D Facilities",16661948,"R&D"
"1749",2003,"Army","Engines & Power Plants",551444476,"Products"
"1750",2003,"Army","ERS",223898714,"Services"
"1751",2003,"Army","Other",476995253,"Products"
"1752",2003,"Army","Adv. Technology Dev. (6.3)",85123498,"R&D"
"1753",2003,"Army","FRS&C",8350436,"Services"
"1754",2003,"Army","PAMS",786282229,"Services"
"1755",2003,"Army","ERS",1052134897,"Services"
"1756",2003,"Army","Clothing & Subsistence",10145,"Products"
"1757",2003,"Army","Other",114730244,"Products"
"1758",2003,"Army","Adv. Technology Dev. (6.3)",95933187,"R&D"
"1759",2003,"Army","Applied Research (6.2)",18143109,"R&D"
"1760",2003,"DLA","Electronics & Communications",1023191567,"Products"
"1761",2003,"DLA","ERS",42298595,"Services"
"1762",2003,"DLA","Engines & Power Plants",110244891,"Products"
"1763",2003,"DLA","Other",55976665,"Products"
"1764",2003,"DLA","Electronics & Communications",2075692,"Products"
"1765",2003,"DLA","ERS",37894827,"Services"
"1766",2003,"DLA","Electronics & Communications",7475731,"Products"
"1767",2003,"MDA","Other",7865,"Products"
"1768",2003,"MDA","ERS",251579,"Services"
"1769",2003,"Navy","Clothing & Subsistence",2341834,"Products"
"1770",2003,"Navy","ERS",1192722710,"Services"
"1771",2003,"Navy","Adv. Component Dev. & Prototypes (6.4)",356978274,"R&D"
"1772",2003,"Navy","Adv. Technology Dev. (6.3)",40842897,"R&D"
"1773",2003,"Navy","Clothing & Subsistence",3558270,"Products"
"1774",2003,"Navy","ICT",2833085151,"Services"
"1775",2003,"Navy","Adv. Technology Dev. (6.3)",291792618,"R&D"
"1776",2003,"Navy","FRS&C",126946,"Services"
"1777",2003,"Navy","Clothing & Subsistence",27357,"Products"
"1778",2003,"Navy","Electronics & Communications",17198026,"Products"
"1779",2003,"Navy","System Dev. & Demonstration (6.5)",155614378,"R&D"
"1780",2003,"Navy","PAMS",701265209,"Services"
"1781",2003,"Navy","ICT",15063726,"Services"
"1782",2003,"Navy","Ground Vehicles",383012,"Products"
"1783",2003,"Navy","Basic Research (6.1)",65941727,"R&D"
"1784",2003,"Other DoD","Basic Research (6.1)",160891,"R&D"
"1785",2003,"Other DoD","Ships",3027475,"Products"
"1786",2003,"Other DoD","Ships",52858,"Products"
"1787",2003,"Other DoD","ERS",276358842,"Services"
"1788",2003,"Other DoD","Other",375306071,"Products"
"1789",2003,"Other DoD","Engines & Power Plants",1631474,"Products"
"1790",2003,"Other DoD","Launchers & Munitions",424233,"Products"
"1791",2003,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",11885852,"R&D"
"1792",2003,"Other DoD","Adv. Technology Dev. (6.3)",154004398,"R&D"
"1793",2002,"Navy","ICT",2310557291,"Services"
"1794",2002,"Navy","Launchers & Munitions",126109195,"Products"
"1795",2002,"Navy","Adv. Component Dev. & Prototypes (6.4)",223695098,"R&D"
"1796",2002,"Navy","Operational Systems Dev. (6.7)",596894631,"R&D"
"1797",2002,"Navy","System Dev. & Demonstration (6.5)",941979068,"R&D"
"1798",2002,"Navy","Ships",38822728,"Products"
"1799",2002,"Navy","Engines & Power Plants",181389,"Products"
"1800",2002,"Navy","System Dev. & Demonstration (6.5)",158662132,"R&D"
"1801",2002,"Navy","Other",538304403,"Products"
"1802",2002,"Navy","Adv. Technology Dev. (6.3)",472164645,"R&D"
"1803",2002,"Navy","Applied Research (6.2)",545321742,"R&D"
"1804",2002,"Navy","Adv. Technology Dev. (6.3)",2069539206,"R&D"
"1805",2002,"Navy","FRS&C",102278,"Services"
"1806",2002,"Navy","Launchers & Munitions",430891436,"Products"
"1807",2002,"Navy","Operational Systems Dev. (6.7)",5689274,"R&D"
"1808",2002,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",1028013,"R&D"
"1809",2002,"Other DoD","Ships",2478267,"Products"
"1810",2002,"Other DoD","Other",215945652,"Products"
"1811",2002,"Other DoD","Engines & Power Plants",1733428,"Products"
"1812",2002,"Other DoD","Electronics & Communications",97201,"Products"
"1813",2002,"Other DoD","PAMS",2746580,"Services"
"1814",2003,"Air Force","Clothing & Subsistence",4589379,"Products"
"1815",2003,"Air Force","ERS",2260333925,"Services"
"1816",2003,"Air Force","Other",710679037,"Products"
"1817",2003,"Air Force","Adv. Component Dev. & Prototypes (6.4)",625082829,"R&D"
"1818",2003,"Air Force","Ground Vehicles",722217,"Products"
"1819",2003,"Air Force","ICT",2419878460,"Services"
"1820",2003,"Air Force","Adv. Technology Dev. (6.3)",480486563,"R&D"
"1821",2003,"Air Force","Applied Research (6.2)",392195239,"R&D"
"1822",2003,"Air Force","Basic Research (6.1)",193174054,"R&D"
"1823",2003,"Air Force","Basic Research (6.1)",53475334,"R&D"
"1824",2003,"Air Force","ICT",2963150,"Services"
"1825",2003,"Air Force","Launchers & Munitions",1798312003,"Products"
"1826",2003,"Air Force","Missiles & Space",61231058,"Products"
"1827",2003,"Army","PAMS",138761775,"Services"
"1828",2003,"Army","ERS",85094171,"Services"
"1829",2003,"Army","FRS&C",14091823,"Services"
"1830",2003,"Army","Other",205202434,"Products"
"1831",2003,"Army","Operational Systems Dev. (6.7)",47886261,"R&D"
"1832",2003,"Army","Engines & Power Plants",803140,"Products"
"1833",2003,"Army","PAMS",254927297,"Services"
"1834",2003,"Army","Applied Research (6.2)",465667585,"R&D"
"1835",2003,"Army","Engines & Power Plants",22416694,"Products"
"1836",2003,"Army","Adv. Technology Dev. (6.3)",125325,"R&D"
"1837",2003,"Army","Applied Research (6.2)",-90475,"R&D"
"1838",2003,"Army","Clothing & Subsistence",2948273,"Products"
"1839",2003,"Army","FRS&C",164326815,"Services"
"1840",2003,"Air Force","Missiles & Space",15756872,"Products"
"1841",2003,"Air Force","Adv. Technology Dev. (6.3)",204168752,"R&D"
"1842",2003,"Air Force","Other",189809807,"Products"
"1843",2003,"Air Force","ERS",124841090,"Services"
"1844",2003,"Air Force","Engines & Power Plants",3085183,"Products"
"1845",2003,"Air Force","Engines & Power Plants",4050291,"Products"
"1846",2003,"Air Force","PAMS",1574710921,"Services"
"1847",2003,"Air Force","Operational Systems Dev. (6.7)",6250955,"R&D"
"1848",2003,"Air Force","Electronics & Communications",505281,"Products"
"1849",2003,"Air Force","ERS",8231490,"Services"
"1850",2003,"Air Force","Other",20158568,"Products"
"1851",2003,"Army","Operational Systems Dev. (6.7)",37898314,"R&D"
"1852",2003,"Army","MED",893721,"Services"
"1853",2003,"Army","Missiles & Space",30654651,"Products"
"1854",2003,"Army","Adv. Component Dev. & Prototypes (6.4)",14018857,"R&D"
"1855",2003,"Army","Applied Research (6.2)",28169323,"R&D"
"1856",2003,"Army","Operational Systems Dev. (6.7)",27014168,"R&D"
"1857",2003,"Army","Missiles & Space",2077619796,"Products"
"1858",2003,"Army","Adv. Component Dev. & Prototypes (6.4)",171822530,"R&D"
"1859",2003,"Army","Adv. Technology Dev. (6.3)",2016244718,"R&D"
"1860",2003,"Army","Applied Research (6.2)",411068160,"R&D"
"1861",2003,"Army","MED",1192365112,"Services"
"1862",2003,"Army","ERS",39883113,"Services"
"1863",2003,"Army","Other",119845,"Products"
"1864",2003,"Army","Basic Research (6.1)",177156012,"R&D"
"1865",2003,"DLA","Launchers & Munitions",20479676,"Products"
"1866",2003,"DLA","Missiles & Space",0,"Products"
"1867",2003,"DLA","Missiles & Space",159217,"Products"
"1868",2003,"DLA","ERS",88112,"Services"
"1869",2003,"DLA","Other",81010865,"Products"
"1870",2003,"MDA","Electronics & Communications",813223,"Products"
"1871",2003,"MilitaryHealth","MED",7603101518,"Services"
"1872",2003,"Navy","Aircraft",7021567804,"Products"
"1873",2003,"Navy","Adv. Component Dev. & Prototypes (6.4)",195877655,"R&D"
"1874",2003,"Navy","Applied Research (6.2)",231043615,"R&D"
"1875",2003,"Navy","Engines & Power Plants",1314252,"Products"
"1876",2003,"Navy","Missiles & Space",9689388,"Products"
"1877",2003,"Navy","Fuels",2547164,"Products"
"1878",2003,"Navy","Other",1016667996,"Products"
"1879",2003,"Navy","Clothing & Subsistence",4745570,"Products"
"1880",2003,"Navy","FRS&C",881977,"Services"
"1881",2003,"Navy","ICT",151028,"Services"
"1882",2003,"Navy","Adv. Component Dev. & Prototypes (6.4)",100051899,"R&D"
"1883",2003,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",256168,"R&D"
"1884",2003,"Other DoD","Basic Research (6.1)",5795412,"R&D"
"1885",2003,"Other DoD","PAMS",1294726653,"Services"
"1886",2003,"Other DoD","MED",4669505,"Services"
"1887",2004,"Air Force","Clothing & Subsistence",8989157,"Products"
"1888",2003,"Navy","Ground Vehicles",23885953,"Products"
"1889",2003,"Navy","Launchers & Munitions",617556345,"Products"
"1890",2003,"Navy","Other",246404174,"Products"
"1891",2003,"Navy","Operational Systems Dev. (6.7)",494287868,"R&D"
"1892",2003,"Navy","System Dev. & Demonstration (6.5)",852544675,"R&D"
"1893",2003,"Navy","Aircraft",69743,"Products"
"1894",2003,"Navy","Electronics & Communications",14733092,"Products"
"1895",2003,"Navy","PAMS",21519381,"Services"
"1896",2003,"Navy","Aircraft",63045560,"Products"
"1897",2003,"Navy","Applied Research (6.2)",514594338,"R&D"
"1898",2003,"Navy","Basic Research (6.1)",479373985,"R&D"
"1899",2003,"Navy","Missiles & Space",18816832,"Products"
"1900",2003,"Navy","Adv. Technology Dev. (6.3)",1488493667,"R&D"
"1901",2003,"Navy","Basic Research (6.1)",108196528,"R&D"
"1902",2003,"Navy","ERS",197649326,"Services"
"1903",2003,"Navy","Operational Systems Dev. (6.7)",3755955,"R&D"
"1904",2003,"Navy","System Dev. & Demonstration (6.5)",141229535,"R&D"
"1905",2003,"Other DoD","Ground Vehicles",67600,"Products"
"1906",2003,"Other DoD","Launchers & Munitions",15954243,"Products"
"1907",2003,"Other DoD","PAMS",285747096,"Services"
"1908",2003,"Other DoD","ERS",859993,"Services"
"1909",2003,"Other DoD","Ground Vehicles",18227285,"Products"
"1910",2003,"Other DoD","Basic Research (6.1)",739640,"R&D"
"1911",2004,"NULL","ICT",505803,"Services"
"1912",2004,"Air Force","Aircraft",15979911207,"Products"
"1913",2004,"Air Force","Adv. Component Dev. & Prototypes (6.4)",89457565,"R&D"
"1914",2004,"Air Force","Missiles & Space",3296,"Products"
"1915",2004,"Air Force","Adv. Technology Dev. (6.3)",522932814,"R&D"
"1916",2004,"Air Force","Applied Research (6.2)",495112749,"R&D"
"1917",2004,"Air Force","Basic Research (6.1)",265029058,"R&D"
"1918",2004,"Air Force","Aircraft",7779410,"Products"
"1919",2004,"Air Force","Clothing & Subsistence",25624,"Products"
"1920",2004,"Air Force","FRS&C",14596301,"Services"
"1921",2004,"Air Force","Fuels",-6298,"Products"
"1922",2004,"Air Force","Clothing & Subsistence",216095433,"Products"
"1923",2004,"Air Force","Fuels",5548069,"Products"
"1924",2004,"Air Force","Adv. Technology Dev. (6.3)",863938747,"R&D"
"1925",2004,"Air Force","ERS",1538342135,"Services"
"1926",2004,"Air Force","Electronics & Communications",10104346,"Products"
"1927",2004,"Air Force","PAMS",327117,"Services"
"1928",2004,"Air Force","Missiles & Space",83000050,"Products"
"1929",2004,"Air Force","Adv. Component Dev. & Prototypes (6.4)",534519559,"R&D"
"1930",2004,"Air Force","Adv. Technology Dev. (6.3)",84015075,"R&D"
"1931",2004,"Air Force","Applied Research (6.2)",55554408,"R&D"
"1932",2004,"Army","Electronics & Communications",279262369,"Products"
"1933",2004,"Army","PAMS",328771310,"Services"
"1934",2004,"Army","ERS",161054791,"Services"
"1935",2004,"Army","Other",308312884,"Products"
"1936",2003,"Navy","Missiles & Space",140765257,"Products"
"1937",2003,"Navy","Other",36254795,"Products"
"1938",2003,"Navy","Adv. Technology Dev. (6.3)",9201250,"R&D"
"1939",2003,"Navy","Applied Research (6.2)",33249185,"R&D"
"1940",2003,"Other DoD","Clothing & Subsistence",2811478,"Products"
"1941",2003,"Other DoD","Aircraft",68695037,"Products"
"1942",2003,"Other DoD","Engines & Power Plants",2335410,"Products"
"1943",2003,"Other DoD","ICT",4334539707,"Services"
"1944",2003,"Other DoD","Applied Research (6.2)",452373,"R&D"
"1945",2003,"Other DoD","FRS&C",496603580,"Services"
"1946",2003,"Other DoD","PAMS",222957867,"Services"
"1947",2003,"Other DoD","Missiles & Space",19507789,"Products"
"1948",2003,"Other DoD","System Dev. & Demonstration (6.5)",23813586,"R&D"
"1949",2003,"Other DoD","PAMS",89949350,"Services"
"1950",2004,"Air Force","ICT",115241457,"Services"
"1951",2004,"Air Force","PAMS",2033730255,"Services"
"1952",2004,"Air Force","Applied Research (6.2)",233461509,"R&D"
"1953",2004,"Air Force","System Dev. & Demonstration (6.5)",709869622,"R&D"
"1954",2004,"Air Force","Ships",47897,"Products"
"1955",2004,"Air Force","Ground Vehicles",105106948,"Products"
"1956",2004,"Air Force","Aircraft",10323877,"Products"
"1957",2004,"Air Force","Launchers & Munitions",62424742,"Products"
"1958",2004,"Air Force","System Dev. & Demonstration (6.5)",1748421699,"R&D"
"1959",2004,"Air Force","Adv. Component Dev. & Prototypes (6.4)",16707110,"R&D"
"1960",2004,"Air Force","Operational Systems Dev. (6.7)",11198201,"R&D"
"1961",2004,"Air Force","Ships",3987633,"Products"
"1962",2004,"Air Force","Engines & Power Plants",4081451,"Products"
"1963",2004,"Air Force","ERS",19097499,"Services"
"1964",2004,"Air Force","ICT",1084197,"Services"
"1965",2004,"Air Force","Operational Systems Dev. (6.7)",11707103,"R&D"
"1966",2004,"Army","Aircraft",5465128199,"Products"
"1967",2004,"Army","Missiles & Space",10365941,"Products"
"1968",2004,"Army","Adv. Technology Dev. (6.3)",26580402,"R&D"
"1969",2004,"Army","Applied Research (6.2)",17182128,"R&D"
"1970",2004,"Army","Fuels",17589,"Products"
"1971",2004,"Army","Missiles & Space",2567463,"Products"
"1972",2004,"Army","Applied Research (6.2)",170244507,"R&D"
"1973",2004,"Army","FRS&C",21375120097,"Services"
"1974",2004,"Army","FRS&C",3721043,"Services"
"1975",2004,"Army","Ships",27048179,"Products"
"1976",2004,"Army","Clothing & Subsistence",3199602,"Products"
"1977",2004,"Army","Engines & Power Plants",41242455,"Products"
"1978",2004,"Army","Fuels",537,"Products"
"1979",2004,"Army","ICT",10526756,"Services"
"1980",2004,"Army","Adv. Technology Dev. (6.3)",1973254482,"R&D"
"1981",2004,"Army","Clothing & Subsistence",1313488724,"Products"
"1982",2004,"Army","Fuels",15328078,"Products"
"1983",2004,"Army","PAMS",5569375,"Services"
"1984",2003,"DLA","ERS",428011,"Services"
"1985",2003,"DLA","Other",6743515,"Products"
"1986",2003,"MDA","ICT",31250887,"Services"
"1987",2003,"MDA","Basic Research (6.1)",282521,"R&D"
"1988",2003,"MDA","Ground Vehicles",20324,"Products"
"1989",2003,"MDA","Missiles & Space",2599620653,"Products"
"1990",2003,"MDA","Adv. Technology Dev. (6.3)",456464520,"R&D"
"1991",2003,"Navy","ICT",57431446,"Services"
"1992",2003,"Navy","Launchers & Munitions",89426358,"Products"
"1993",2003,"Navy","Missiles & Space",41059817,"Products"
"1994",2003,"Navy","Operational Systems Dev. (6.7)",88216036,"R&D"
"1995",2003,"Navy","Ships",31640415,"Products"
"1996",2003,"Navy","ERS",211275059,"Services"
"1997",2003,"Navy","Other",944406961,"Products"
"1998",2003,"Navy","Engines & Power Plants",33196657,"Products"
"1999",2003,"Navy","Ground Vehicles",303626771,"Products"
"2000",2003,"Navy","Launchers & Munitions",108311,"Products"
"2001",2003,"Navy","Basic Research (6.1)",525564,"R&D"
"2002",2003,"Navy","Engines & Power Plants",19923913,"Products"
"2003",2003,"Navy","Launchers & Munitions",14807435,"Products"
"2004",2003,"Navy","Missiles & Space",3048574878,"Products"
"2005",2003,"Navy","MED",344490979,"Services"
"2006",2003,"Navy","Clothing & Subsistence",3702545,"Products"
"2007",2003,"Navy","ERS",3148978542,"Services"
"2008",2003,"Navy","FRS&C",99657603,"Services"
"2009",2003,"Navy","Launchers & Munitions",627950443,"Products"
"2010",2003,"Navy","Other",306409343,"Products"
"2011",2003,"Navy","Adv. Component Dev. & Prototypes (6.4)",43006055,"R&D"
"2012",2003,"Navy","System Dev. & Demonstration (6.5)",31462713,"R&D"
"2013",2003,"Navy","Engines & Power Plants",2352780,"Products"
"2014",2003,"Navy","PAMS",212110692,"Services"
"2015",2003,"Other DoD","PAMS",380144,"Services"
"2016",2003,"Other DoD","Fuels",130878,"Products"
"2017",2003,"Other DoD","Operational Systems Dev. (6.7)",2153610,"R&D"
