"","FY","Customer","Breakout","Amount","Category"
"4246",2008,"Air Force","Operation of Government R&D Facilities",15776281,"R&D"
"4247",2008,"Air Force","FRS&C",6355574487,"Services"
"4248",2008,"Air Force","Ground Vehicles",22156,"Products"
"4249",2008,"Air Force","Adv. Technology Dev. (6.3)",1105346121,"R&D"
"4250",2008,"Air Force","Applied Research (6.2)",1478647590,"R&D"
"4251",2008,"Air Force","PAMS",5773544735,"Services"
"4252",2008,"Air Force","Aircraft",8674,"Products"
"4253",2008,"Air Force","Basic Research (6.1)",23588706,"R&D"
"4254",2008,"Army","Aircraft",10490180027,"Products"
"4255",2008,"Army","Fuels",24428,"Products"
"4256",2008,"Army","Launchers & Munitions",540064733,"Products"
"4257",2008,"Army","Missiles & Space",3995098,"Products"
"4258",2008,"Army","Adv. Component Dev. & Prototypes (6.4)",666513444,"R&D"
"4259",2008,"Army","System Dev. & Demonstration (6.5)",314036663,"R&D"
"4260",2008,"Army","Operation of Government R&D Facilities",29896195,"R&D"
"4261",2008,"Army","ERS",1173841388,"Services"
"4262",2008,"Army","Other",835597829,"Products"
"4263",2008,"Army","Electronics & Communications",85147384,"Products"
"4264",2008,"Army","ERS",82106093,"Services"
"4265",2008,"Army","FRS&C",-7789429,"Services"
"4266",2008,"Army","Fuels",36521,"Products"
"4267",2008,"Army","Other",305109131,"Products"
"4268",2008,"Army","Operational Systems Dev. (6.7)",9083247,"R&D"
"4269",2008,"Army","Clothing & Subsistence",1882642963,"Products"
"4270",2008,"Army","ERS",1636186475,"Services"
"4271",2008,"Army","PAMS",100722,"Services"
"4272",2008,"Army","Adv. Component Dev. & Prototypes (6.4)",11542113,"R&D"
"4273",2008,"Army","Adv. Technology Dev. (6.3)",90292344,"R&D"
"4274",2008,"Army","Applied Research (6.2)",39640808,"R&D"
"4275",2008,"Army","Operational Systems Dev. (6.7)",-26852,"R&D"
"4276",2007,"Army","Applied Research (6.2)",651195583,"R&D"
"4277",2007,"Army","Other",7325763800,"Products"
"4278",2007,"Army","Electronics & Communications",4311,"Products"
"4279",2007,"Army","Clothing & Subsistence",1905454,"Products"
"4280",2007,"DLA","Launchers & Munitions",14078772,"Products"
"4281",2007,"DLA","FRS&C",26422,"Services"
"4282",2007,"DLA","Missiles & Space",6756212,"Products"
"4283",2007,"DLA","Other",1391485115,"Products"
"4284",2007,"DLA","Ground Vehicles",1872821,"Products"
"4285",2007,"DLA","Fuels",14602,"Products"
"4286",2007,"MDA","Electronics & Communications",3226777,"Products"
"4287",2007,"MDA","Missiles & Space",472403525,"Products"
"4288",2007,"MDA","Applied Research (6.2)",248987681,"R&D"
"4289",2007,"MDA","Adv. Technology Dev. (6.3)",2692107807,"R&D"
"4290",2007,"MilitaryHealth","MED",10387590536,"Services"
"4291",2007,"Navy","Ships",553799,"Products"
"4292",2007,"Navy","Electronics & Communications",6277374943,"Products"
"4293",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",185001240,"R&D"
"4294",2007,"Navy","Engines & Power Plants",1580012,"Products"
"4295",2007,"Navy","ERS",211170584,"Services"
"4296",2007,"Navy","Missiles & Space",9465604,"Products"
"4297",2007,"Navy","Other",1067700308,"Products"
"4298",2007,"Navy","Engines & Power Plants",24889271,"Products"
"4299",2007,"Navy","ICT",750604,"Services"
"4300",2007,"Navy","Launchers & Munitions",50830814,"Products"
"4301",2007,"Navy","PAMS",8081161412,"Services"
"4302",2007,"Navy","Aircraft",13670537,"Products"
"4303",2007,"Navy","MED",-12560,"Services"
"4304",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",62827034,"R&D"
"4305",2007,"Navy","FRS&C",74009,"Services"
"4306",2007,"Navy","PAMS",428856739,"Services"
"4307",2007,"Other DoD","Applied Research (6.2)",28117298,"R&D"
"4308",2007,"Other DoD","Launchers & Munitions",1471565,"Products"
"4309",2007,"Other DoD","System Dev. & Demonstration (6.5)",1388880,"R&D"
"4310",2007,"Other DoD","Ships",40626,"Products"
"4311",2007,"Other DoD","PAMS",7485163,"Services"
"4312",2007,"Other DoD","Operational Systems Dev. (6.7)",5381169,"R&D"
"4313",2007,"Other DoD","ERS",3990741,"Services"
"4314",2007,"Other DoD","Adv. Technology Dev. (6.3)",0,"R&D"
"4315",2008,"Air Force","FRS&C",83177316,"Services"
"4316",2008,"Air Force","Ground Vehicles",8765285,"Products"
"4317",2008,"Air Force","System Dev. & Demonstration (6.5)",838782477,"R&D"
"4318",2008,"Air Force","Electronics & Communications",3452071929,"Products"
"4319",2008,"Air Force","Ground Vehicles",1116676,"Products"
"4320",2008,"Air Force","Operation of Government R&D Facilities",12020786,"R&D"
"4321",2008,"Air Force","ERS",67674800,"Services"
"4322",2008,"Air Force","Other",2170768,"Products"
"4323",2008,"Air Force","Basic Research (6.1)",373115957,"R&D"
"4324",2007,"Other DoD","ERS",943030,"Services"
"4325",2007,"Other DoD","Launchers & Munitions",4676877,"Products"
"4326",2008,"Air Force","Electronics & Communications",757967931,"Products"
"4327",2008,"Air Force","PAMS",2668816035,"Services"
"4328",2008,"Air Force","ERS",559128948,"Services"
"4329",2008,"Air Force","Other",288870097,"Products"
"4330",2008,"Air Force","Operational Systems Dev. (6.7)",277466311,"R&D"
"4331",2008,"Air Force","System Dev. & Demonstration (6.5)",563890709,"R&D"
"4332",2008,"Air Force","Aircraft",11106392,"Products"
"4333",2008,"Air Force","PAMS",19689460,"Services"
"4334",2008,"Air Force","Aircraft",25634650,"Products"
"4335",2008,"Air Force","Adv. Component Dev. & Prototypes (6.4)",39661239,"R&D"
"4336",2008,"Air Force","Applied Research (6.2)",1485949535,"R&D"
"4337",2008,"Air Force","Engines & Power Plants",165907,"Products"
"4338",2008,"Air Force","Ships",2836357,"Products"
"4339",2008,"Air Force","ERS",19734336,"Services"
"4340",2008,"Air Force","Operational Systems Dev. (6.7)",83094513,"R&D"
"4341",2008,"Army","Missiles & Space",2760321,"Products"
"4342",2008,"Army","Adv. Technology Dev. (6.3)",48594547,"R&D"
"4343",2008,"Army","Applied Research (6.2)",39544351,"R&D"
"4344",2008,"Army","Basic Research (6.1)",21060749,"R&D"
"4345",2008,"Army","Ships",1048863,"Products"
"4346",2008,"Army","Fuels",39031,"Products"
"4347",2008,"Army","FRS&C",31887408220,"Services"
"4348",2008,"Army","Engines & Power Plants",852105423,"Products"
"4349",2008,"Army","ICT",66137,"Services"
"4350",2008,"Army","Missiles & Space",58584827,"Products"
"4351",2008,"Army","Adv. Technology Dev. (6.3)",85300042,"R&D"
"4352",2008,"Army","Applied Research (6.2)",63897025,"R&D"
"4353",2008,"Army","Ships",2964856,"Products"
"4354",2008,"Army","Engines & Power Plants",14338590,"Products"
"4355",2008,"Army","ICT",510733,"Services"
"4356",2008,"Army","Adv. Technology Dev. (6.3)",2263781313,"R&D"
"4357",2008,"Army","Ships",-33312,"Products"
"4358",2008,"Army","MED",1030227276,"Services"
"4359",2008,"Army","ERS",105935379,"Services"
"4360",2008,"Army","Electronics & Communications",40150473,"Products"
"4361",2008,"DLA","Missiles & Space",12387988,"Products"
"4362",2008,"DLA","FRS&C",829384874,"Services"
"4363",2008,"DLA","Engines & Power Plants",167321840,"Products"
"4364",2008,"DLA","Missiles & Space",485929,"Products"
"4365",2008,"DLA","Ships",304765,"Products"
"4366",2008,"DLA","Engines & Power Plants",360683,"Products"
"4367",2008,"DLA","Ships",49,"Products"
"4368",2008,"DLA","MED",1793111,"Services"
"4369",2008,"DLA","ERS",0,"Services"
"4370",2008,"MDA","FRS&C",166172,"Services"
"4371",2008,"MDA","ERS",105251,"Services"
"4372",2008,"MilitaryHealth","Electronics & Communications",2372894,"Products"
"4373",2008,"MilitaryHealth","ERS",230749,"Services"
"4374",2007,"Navy","PAMS",5191565,"Services"
"4375",2007,"Navy","Applied Research (6.2)",1072750,"R&D"
"4376",2007,"Navy","Basic Research (6.1)",23199993,"R&D"
"4377",2007,"Navy","Applied Research (6.2)",565588323,"R&D"
"4378",2007,"Navy","MED",522264459,"Services"
"4379",2007,"Navy","Clothing & Subsistence",3212709,"Products"
"4380",2007,"Navy","ERS",3255698184,"Services"
"4381",2007,"Navy","Fuels",458878,"Products"
"4382",2007,"Navy","Ground Vehicles",15215887,"Products"
"4383",2007,"Navy","Missiles & Space",39289155,"Products"
"4384",2007,"Navy","Other",262321252,"Products"
"4385",2007,"Navy","Adv. Technology Dev. (6.3)",361448428,"R&D"
"4386",2007,"Other DoD","Aircraft",326126025,"Products"
"4387",2007,"Other DoD","Launchers & Munitions",602487,"Products"
"4388",2007,"Other DoD","PAMS",29260772,"Services"
"4389",2007,"Other DoD","PAMS",69242698,"Services"
"4390",2007,"Other DoD","Ground Vehicles",27957796,"Products"
"4391",2007,"Other DoD","Clothing & Subsistence",34141625,"Products"
"4392",2007,"Other DoD","Fuels",12502,"Products"
"4393",2007,"Other DoD","Other",33757290,"Products"
"4394",2007,"Other DoD","PAMS",384088,"Services"
"4395",2007,"Other DoD","Ships",63414432,"Products"
"4396",2007,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",28501492,"R&D"
"4397",2008,"Air Force","Basic Research (6.1)",285747821,"R&D"
"4398",2008,"Air Force","Basic Research (6.1)",1048137813,"R&D"
"4399",2008,"Air Force","ERS",146336662,"Services"
"4400",2008,"Air Force","Engines & Power Plants",2571318,"Products"
"4401",2008,"Air Force","ICT",0,"Services"
"4402",2008,"Air Force","FRS&C",8479801,"Services"
"4403",2008,"Air Force","PAMS",1381542433,"Services"
"4404",2008,"Air Force","Adv. Technology Dev. (6.3)",89020327,"R&D"
"4405",2008,"Air Force","Operational Systems Dev. (6.7)",55047851,"R&D"
"4406",2008,"Air Force","ERS",1314487531,"Services"
"4407",2008,"Air Force","Electronics & Communications",0,"Products"
"4408",2008,"Air Force","ICT",1039673,"Services"
"4409",2008,"Air Force","Missiles & Space",8694915,"Products"
"4410",2008,"Air Force","Other",21322022,"Products"
"4411",2008,"Air Force","Adv. Technology Dev. (6.3)",61895218,"R&D"
"4412",2008,"Air Force","Applied Research (6.2)",128244119,"R&D"
"4413",2008,"Army","PAMS",1065510963,"Services"
"4414",2008,"Army","System Dev. & Demonstration (6.5)",184802171,"R&D"
"4415",2008,"Army","ERS",414538609,"Services"
"4416",2008,"Army","Adv. Component Dev. & Prototypes (6.4)",10410031,"R&D"
"4417",2008,"Army","Operational Systems Dev. (6.7)",32374414,"R&D"
"4418",2008,"Army","Aircraft",2451336,"Products"
"4419",2008,"Army","Missiles & Space",4453398866,"Products"
"4420",2008,"Army","PAMS",709095925,"Services"
"4421",2008,"Army","Applied Research (6.2)",581068198,"R&D"
"4422",2008,"Army","Adv. Component Dev. & Prototypes (6.4)",272702899,"R&D"
"4423",2008,"Air Force","ICT",10514327,"Services"
"4424",2008,"Air Force","Fuels",27366313,"Products"
"4425",2008,"Air Force","Basic Research (6.1)",158767056,"R&D"
"4426",2008,"Air Force","PAMS",785218102,"Services"
"4427",2008,"Air Force","Electronics & Communications",782217,"Products"
"4428",2008,"Air Force","Ground Vehicles",2326,"Products"
"4429",2008,"Army","ERS",968367653,"Services"
"4430",2008,"Army","Adv. Component Dev. & Prototypes (6.4)",118819977,"R&D"
"4431",2008,"Army","Operational Systems Dev. (6.7)",36882224,"R&D"
"4432",2008,"Army","Engines & Power Plants",473598050,"Products"
"4433",2008,"Army","ERS",598537623,"Services"
"4434",2008,"Army","Other",260690496,"Products"
"4435",2008,"Army","Adv. Technology Dev. (6.3)",67175097,"R&D"
"4436",2008,"Army","Other",3867809195,"Products"
"4437",2008,"Army","PAMS",2798254990,"Services"
"4438",2008,"Army","Launchers & Munitions",607157489,"Products"
"4439",2008,"Army","PAMS",115310724,"Services"
"4440",2008,"Army","System Dev. & Demonstration (6.5)",13781118,"R&D"
"4441",2008,"Army","Adv. Component Dev. & Prototypes (6.4)",68896425,"R&D"
"4442",2008,"Army","PAMS",8465941647,"Services"
"4443",2008,"Army","Other",22260736,"Products"
"4444",2008,"Army","Adv. Technology Dev. (6.3)",1457138,"R&D"
"4445",2008,"Army","FRS&C",69245088,"Services"
"4446",2008,"Army","PAMS",60721829,"Services"
"4447",2008,"DLA","ERS",3598,"Services"
"4448",2008,"DLA","Other",350685512,"Products"
"4449",2008,"DLA","Engines & Power Plants",182326949,"Products"
"4450",2008,"DLA","ERS",2026041,"Services"
"4451",2008,"DLA","Other",28215931,"Products"
"4452",2008,"DLA","Other",1872622977,"Products"
"4453",2008,"DLA","Basic Research (6.1)",14171112,"R&D"
"4454",2008,"DLA","PAMS",59327552,"Services"
"4455",2008,"DLA","Other",125708473,"Products"
"4456",2008,"DLA","Electronics & Communications",2877793,"Products"
"4457",2008,"MDA","Engines & Power Plants",68512,"Products"
"4458",2008,"MDA","ERS",446246,"Services"
"4459",2008,"MDA","FRS&C",53728014,"Services"
"4460",2008,"MDA","PAMS",0,"Services"
"4461",2008,"MDA","Adv. Component Dev. & Prototypes (6.4)",550719903,"R&D"
"4462",2008,"MDA","Adv. Technology Dev. (6.3)",979767678,"R&D"
"4463",2008,"MDA","Basic Research (6.1)",-24713,"R&D"
"4464",2008,"MDA","PAMS",231898,"Services"
"4465",2008,"Navy","Other",271098379,"Products"
"4466",2008,"Navy","Applied Research (6.2)",39717075,"R&D"
"4467",2008,"Navy","Applied Research (6.2)",264103526,"R&D"
"4468",2008,"Navy","Clothing & Subsistence",10033,"Products"
"4469",2008,"Navy","Electronics & Communications",36558133,"Products"
"4470",2008,"Navy","ICT",10094917,"Services"
"4471",2008,"Navy","Adv. Technology Dev. (6.3)",167155493,"R&D"
"4472",2008,"Navy","Applied Research (6.2)",9092549,"R&D"
"4473",2007,"Other DoD","Missiles & Space",89153,"Products"
"4474",2007,"Other DoD","Basic Research (6.1)",204083,"R&D"
"4475",2008,"Air Force","Clothing & Subsistence",317127,"Products"
"4476",2008,"Air Force","FRS&C",166902,"Services"
"4477",2008,"Air Force","Adv. Component Dev. & Prototypes (6.4)",488738433,"R&D"
"4478",2008,"Air Force","Engines & Power Plants",502374,"Products"
"4479",2008,"Air Force","Missiles & Space",14598101,"Products"
"4480",2008,"Air Force","Electronics & Communications",90026545,"Products"
"4481",2008,"Air Force","Other",253579988,"Products"
"4482",2008,"Air Force","System Dev. & Demonstration (6.5)",61371512,"R&D"
"4483",2008,"Air Force","Clothing & Subsistence",7088,"Products"
"4484",2008,"Air Force","FRS&C",0,"Services"
"4485",2008,"Army","Engines & Power Plants",520631283,"Products"
"4486",2008,"Army","Ground Vehicles",216539452,"Products"
"4487",2008,"Army","ICT",40064055,"Services"
"4488",2008,"Army","Launchers & Munitions",490011302,"Products"
"4489",2008,"Army","MED",-1819720,"Services"
"4490",2008,"Army","Electronics & Communications",12783897375,"Products"
"4491",2008,"Army","PAMS",6637335538,"Services"
"4492",2008,"Army","Basic Research (6.1)",204240464,"R&D"
"4493",2008,"Army","Basic Research (6.1)",301761712,"R&D"
"4494",2008,"Army","Clothing & Subsistence",67443,"Products"
"4495",2008,"Army","FRS&C",67183601,"Services"
"4496",2008,"Army","System Dev. & Demonstration (6.5)",251537,"R&D"
"4497",2008,"Army","Aircraft",41044827,"Products"
"4498",2008,"DLA","Engines & Power Plants",616279013,"Products"
"4499",2008,"DLA","Ground Vehicles",332286749,"Products"
"4500",2008,"DLA","ICT",0,"Services"
"4501",2008,"DLA","Ships",1354917,"Products"
"4502",2008,"DLA","Electronics & Communications",944038707,"Products"
"4503",2008,"DLA","PAMS",4115005,"Services"
"4504",2008,"DLA","Launchers & Munitions",21570017,"Products"
"4505",2008,"DLA","Clothing & Subsistence",54587,"Products"
"4506",2008,"DLA","Aircraft",632309,"Products"
"4507",2008,"DLA","PAMS",8459,"Services"
"4508",2008,"MDA","Electronics & Communications",734440,"Products"
"4509",2008,"MDA","Other",17795,"Products"
"4510",2008,"MDA","PAMS",40694681,"Services"
"4511",2008,"Navy","Missiles & Space",21024338,"Products"
"4512",2008,"Navy","Basic Research (6.1)",94812311,"R&D"
"4513",2008,"Navy","Aircraft",21894,"Products"
"4514",2008,"Navy","FRS&C",13651,"Services"
"4515",2008,"Navy","Adv. Component Dev. & Prototypes (6.4)",132938,"R&D"
"4516",2008,"Navy","Clothing & Subsistence",366454,"Products"
"4517",2008,"Navy","FRS&C",8170197,"Services"
"4518",2008,"Navy","Adv. Component Dev. & Prototypes (6.4)",126742710,"R&D"
"4519",2008,"Navy","Clothing & Subsistence",530379475,"Products"
"4520",2008,"Navy","Adv. Technology Dev. (6.3)",492291634,"R&D"
"4521",2007,"Other DoD","Applied Research (6.2)",397426364,"R&D"
"4522",2007,"Other DoD","MED",4372294,"Services"
"4523",2007,"Other DoD","Engines & Power Plants",344419,"Products"
"4524",2007,"Other DoD","Other",-560387,"Products"
"4525",2007,"Other DoD","Launchers & Munitions",46848506,"Products"
"4526",2008,"Air Force","Aircraft",14093421269,"Products"
"4527",2008,"Air Force","Engines & Power Plants",2207588965,"Products"
"4528",2008,"Air Force","Fuels",40878,"Products"
"4529",2008,"Air Force","Missiles & Space",2419262,"Products"
"4530",2008,"Air Force","Aircraft",867411780,"Products"
"4531",2008,"Air Force","Launchers & Munitions",9933867,"Products"
"4532",2008,"Air Force","Missiles & Space",505117,"Products"
"4533",2008,"Air Force","PAMS",841096334,"Services"
"4534",2008,"Air Force","PAMS",552934872,"Services"
"4535",2008,"Air Force","Ships",1519935,"Products"
"4536",2008,"Air Force","Engines & Power Plants",253869,"Products"
"4537",2008,"Air Force","ERS",547630384,"Services"
"4538",2008,"Air Force","Other",11682287,"Products"
"4539",2008,"Air Force","Operational Systems Dev. (6.7)",2379673,"R&D"
"4540",2008,"Air Force","Clothing & Subsistence",176208237,"Products"
"4541",2008,"Air Force","PAMS",46419,"Services"
"4542",2008,"Air Force","Adv. Component Dev. & Prototypes (6.4)",420417311,"R&D"
"4543",2008,"Air Force","Ships",845446,"Products"
"4544",2008,"Army","Clothing & Subsistence",69785853,"Products"
"4545",2008,"Army","Electronics & Communications",153219938,"Products"
"4546",2008,"Army","Aircraft",323057157,"Products"
"4547",2008,"Army","Clothing & Subsistence",455734,"Products"
"4548",2008,"Army","MED",-7060,"Services"
"4549",2008,"Army","Ground Vehicles",75545,"Products"
"4550",2008,"Army","PAMS",13652689823,"Services"
"4551",2008,"Army","System Dev. & Demonstration (6.5)",3139244220,"R&D"
"4552",2008,"Army","Basic Research (6.1)",23700866,"R&D"
"4553",2008,"Army","Ships",1333689,"Products"
"4554",2008,"DLA","Electronics & Communications",200905006,"Products"
"4555",2008,"DLA","Aircraft",5051340,"Products"
"4556",2008,"DLA","Missiles & Space",5177852,"Products"
"4557",2008,"DLA","Ground Vehicles",251009,"Products"
"4558",2008,"DLA","PAMS",344658542,"Services"
"4559",2008,"DLA","System Dev. & Demonstration (6.5)",4634105,"R&D"
"4560",2008,"DLA","Aircraft",2215807,"Products"
"4561",2008,"DLA","Launchers & Munitions",525870,"Products"
"4562",2008,"DLA","Missiles & Space",377376,"Products"
"4563",2008,"DLA","Ships",50693,"Products"
"4564",2008,"MDA","ICT",-357365,"Services"
"4565",2008,"MDA","System Dev. & Demonstration (6.5)",2209975,"R&D"
"4566",2008,"Navy","Aircraft",14947965500,"Products"
"4567",2008,"Navy","Launchers & Munitions",50697537,"Products"
"4568",2008,"Navy","Missiles & Space",42735409,"Products"
"4569",2008,"Air Force","Aircraft",1724750,"Products"
"4570",2008,"Air Force","Launchers & Munitions",804767809,"Products"
"4571",2008,"Air Force","System Dev. & Demonstration (6.5)",50225663,"R&D"
"4572",2008,"Army","FRS&C",373653,"Services"
